WG,chapter,report_page,chapter_page,line,col.index,line_reference,final_text,raw_text
WGI,11,1622,110,4,col1,|,high confidence (compared with,high confidence (compared with_ likely (compared with the recent_ extremely likely (compared with
WGI,11,1622,110,5,col1,>>>,low confidence,low confidence_ low confidence
WGI,11,1622,110,6,col1,|,"the recent past, 1995–2014)","the recent past, 1995–2014)_ past, 1995–2014)_ the recent past, 1995–2014)"
WGI,11,1622,110,7,col2,|, likely (compared with_ extremely likely (compared with,high confidence (compared with_ likely (compared with_ extremely likely (compared with
WGI,11,1622,110,8,col2,>>>, low confidence,low confidence_ low confidence
WGI,11,1622,110,9,col2,|," the recent past, 1995–2014)_ the recent past, 1995–2014)","the recent past, 1995–2014)_ the recent past, 1995–2014)_ the recent past, 1995–2014)"
WGI,11,1622,110,10,col2,|, likely (compared with the recent_ extremely likely (compared with,high confidence (compared with_ likely (compared with the recent_ extremely likely (compared with
WGI,11,1622,110,11,col2,>>>, low confidence,low confidence_ low confidence
WGI,11,1622,110,12,col2,|," past, 1995–2014)_ the recent past, 1995–2014)","the recent past, 1995–2014)_ past, 1995–2014)_ the recent past, 1995–2014)"
WGI,11,1622,110,13,col2,|, with pre-industrial)_ with pre-industrial),with pre-industrial)_ with pre-industrial)_ with pre-industrial)
WGI,11,1622,110,14,col2,>>>, confidence_ low confidence,fact_ confidence_ low confidence
WGI,11,1622,110,15,col2,|, all,increasing heavy precipitation_ all
WGI,11,1623,111,1,col1,|,medium confidence,medium confidence
WGI,11,1623,111,2,col1,>>>,low confidence (compared with,low confidence (compared with_ low confidence (compared with_ high confidence (compared with
WGI,11,1623,111,3,col1,|,in the intensification,in the intensification_ low confidence
WGI,11,1623,111,4,col1,|,of heavy precipitation,of heavy precipitation
WGI,11,1623,111,5,col1,>>>,low confidence (compared,low confidence (compared_ medium confidence (compared_ likely (compared
WGI,11,1623,111,6,col1,|,with pre-industrial),with pre-industrial)_ with pre-industrial)_ with pre-industrial)
WGI,11,1623,111,7,col2,|, heavy precipitation:_ heavy precipitation:,heavy precipitation:_ heavy precipitation:_ heavy precipitation:
WGI,11,1623,111,8,col2,>>>, low confidence (compared with_ high confidence (compared with,low confidence (compared with_ low confidence (compared with_ high confidence (compared with
WGI,11,1623,111,9,col2,>>>, low confidence,in the intensification_ low confidence
WGI,11,1623,111,10,col2,|," the recent past, 1995–2014)_ the recent past, 1995–2014)","the recent past, 1995–2014)_ the recent past, 1995–2014)_ the recent past, 1995–2014)"
WGI,11,1623,111,11,col2,|, very likely (compared with,high confidence (compared with_ very likely (compared with
WGI,11,1623,111,12,col2,>>>," low confidence_ with the recent past,","the intensification of_ low confidence_ with the recent past,"
WGI,11,1623,111,13,col2,|," the recent past, 1995–2014)","the recent past, 1995–2014)_ the recent past, 1995–2014)"
WGI,11,1623,111,14,col2,|, with pre-industrial),with pre-industrial)_ with pre-industrial)
WGI,11,1623,111,15,col2,>>>, confidence_ low confidence,fact_ confidence_ low confidence
WGI,11,1623,111,16,col2,|, all,increasing heavy precipitation_ all
WGI,11,1624,112,1,col1,|,high confidence (compared with,high confidence (compared with_ very likely (compared with
WGI,11,1624,112,2,col1,>>>,low confidence,"low confidence_ low confidence_ with the recent past,"
WGI,11,1624,112,3,col1,|,"the recent past, 1995–2014)","the recent past, 1995–2014)_ the recent past, 1995–2014)"
WGI,11,1624,112,4,col1,|,increasing drought,increasing drought
WGI,11,1624,112,5,col1,>>>,low confidence,low confidence
WGI,11,1624,112,6,col1,|,medium,medium_ all
WGI,11,1624,112,7,col1,|,to eu-med,to eu-med_ to eu-med_ to eu-med_ to eu-med_ to eu-med
WGI,11,1624,112,8,col1,>>>,low confidence: mixed,low confidence: mixed
WGI,11,1624,112,9,col1,>>>,low confidence: mixed,low confidence: mixed_ low confidence: mixed
WGI,11,1624,112,10,col1,|,signals (seasonally and,signals (seasonally and
WGI,11,1624,112,11,col2,|, very likely (compared with,high confidence (compared with_ very likely (compared with
WGI,11,1624,112,12,col2,>>>," low confidence_ with the recent past,","low confidence_ low confidence_ with the recent past,"
WGI,11,1624,112,13,col2,|," the recent past, 1995–2014)","the recent past, 1995–2014)_ the recent past, 1995–2014)"
WGI,11,1624,112,14,col2,|, with pre-industrial),with pre-industrial)_ with pre-industrial)
WGI,11,1624,112,15,col2,>>>, confidence_ low confidence,fact_ confidence_ low confidence
WGI,11,1624,112,16,col2,|, all,increasing heavy precipitation_ all
WGI,11,1624,112,17,col2,|, to eu-med_ to eu-med_ to eu-med_ to eu-med,to eu-med_ to eu-med_ to eu-med_ to eu-med_ to eu-med
WGI,11,1624,112,18,col2,>>>, low confidence: mixed,low confidence: mixed_ low confidence: mixed
WGI,11,1624,112,19,col2,|, signals (seasonally and,signals (seasonally and_ signals (seasonally and
WGI,11,1624,112,20,col2,|, geographically varying),geographically varying)_ geographically varying)
WGI,11,1624,112,21,col2,>>>, low confidence:_ low confidence:_ and non-robust changes,sahara_ low confidence:_ low confidence:_ and non-robust changes
WGI,11,1624,112,22,col2,|, and non-robust changes_ and non-robust changes,met_ and non-robust changes_ and non-robust changes
WGI,11,1625,113,1,col1,|,drought type,drought type_ 1.5°c_ 2°c_ 4°c
WGI,11,1625,113,2,col1,>>>,low confidence:,low confidence:
WGI,11,1625,113,3,col1,>>>,low confidence:,low confidence:_ limited evidence and
WGI,11,1625,113,4,col1,>>>,low confidence: limited,low confidence: limited
WGI,11,1625,113,5,col1,|,agr,agr_ low confidence;_ low confidence;_ limited evidence_ inconsistent signals in
WGI,11,1625,113,6,col1,|,continued,continued
WGI,11,1625,113,7,col1,>>>,low confidence: limited,low confidence: limited_ low confidence: limited_ low confidence:
WGI,11,1625,113,8,col1,>>>,low confidence:,low confidence:_ low confidence:_ evidence. one study_ evidence. one study_ inconsistent trends
WGI,11,1625,113,9,col1,|,hydr,hydr
WGI,11,1625,113,10,col1,|,"(touma et al., 2015)","(touma et al., 2015)_ (touma et al., 2015)_ cook et al., 2020)"
WGI,11,1625,113,11,col1,>>>,low confidence: mixed,low confidence: mixed_ low confidence:_ medium confidence:
WGI,11,1625,113,12,col1,|,signal. mean increase,signal. mean increase_ mixed signal. mean_ increase in meteorological
WGI,11,1625,113,13,col1,>>>,low confidence: mixed,"low confidence: mixed_ of cdd over larger part_ increase of cdd over larger_ droughts, mostly on"
WGI,11,1625,113,14,col1,|,"signals (lawal et al., 2016;","signals (lawal et al., 2016;_ of guinea coast in 25_ part of guinea coast in 25_ seasonal time scale."
WGI,11,1625,113,15,col1,|,increased drying,increased drying_ signal. inconsistent
WGI,11,1625,113,16,col1,>>>,low confidence:,low confidence:
WGI,11,1625,113,17,col1,|,based on water-,based on water-_ low confidence:_ changes depending
WGI,11,1625,113,18,col1,|,"padrón et al., 2020)","padrón et al., 2020)_ of domain."
WGI,11,1625,113,19,col1,>>>,low confidence:,low confidence:
WGI,11,1625,113,20,col1,|,medium confidence:,medium confidence:_ low confidence:_ low confidence:_ inconsistent projections
WGI,11,1625,113,21,col2,|, limited evidence and,low confidence:_ limited evidence and
WGI,11,1625,113,22,col2,>>>, low confidence;_ low confidence;_ limited evidence_ inconsistent signals in,agr_ low confidence;_ low confidence;_ limited evidence_ inconsistent signals in
WGI,11,1625,113,23,col2,|," limited evidence_ and inconsistent_ cmip6. (cook et al., 2020;","ecol   limited evidence_ limited evidence_ and inconsistent_ cmip6. (cook et al., 2020;"
WGI,11,1625,113,24,col2,|, 2020c; 11.sm),(sah)_ 2020c; 11.sm)
WGI,11,1625,113,25,col2,>>>, low confidence: limited_ low confidence:,low confidence: limited_ low confidence: limited_ low confidence:
WGI,11,1625,113,26,col2,>>>, low confidence:_ evidence. one study_ evidence. one study_ inconsistent trends,low confidence:_ low confidence:_ evidence. one study_ evidence. one study_ inconsistent trends
WGI,11,1625,113,27,col2,|," limited evidence_ shows lack of signal_ shows lack of signal_ (touma et al., 2015;","limited evidence_ limited evidence_ shows lack of signal_ shows lack of signal_ (touma et al., 2015;"
WGI,11,1625,113,28,col2,|," (touma et al., 2015)_ cook et al., 2020)","(touma et al., 2015)_ (touma et al., 2015)_ cook et al., 2020)"
WGI,11,1625,113,29,col2,>>>, low confidence:_ medium confidence:,low confidence: mixed_ low confidence:_ medium confidence:
WGI,11,1625,113,30,col2,|, mixed signal. mean_ increase in meteorological,signal. mean increase_ mixed signal. mean_ increase in meteorological
WGI,11,1625,113,31,col2,|," et al., 2020)_ dosio et al., 2019; 11.sm)","gcms (cook et al., 2020)_ et al., 2020)_ dosio et al., 2019; 11.sm)"
WGI,11,1625,113,32,col2,>>>, low confidence: mixed,medium confidence:_ low confidence: mixed
WGI,11,1625,113,33,col2,|, signal. inconsistent,increased drying_ signal. inconsistent
WGI,11,1625,113,34,col2,>>>, low confidence:_ changes depending,based on water-_ low confidence:_ changes depending
WGI,11,1625,113,35,col2,|, inconsistent signals,balance estimates and_ inconsistent signals
WGI,11,1625,113,36,col2,|, (geographical and inter-_ and season (naumann,standardized precipitation_ (geographical and inter-_ and season (naumann
WGI,11,1625,113,37,col2,>>>, low confidence:_ model variations) in soil,agr_ low confidence:_ model variations) in soil
WGI,11,1625,113,38,col2,|," model variations) in soil_ et al., 2018; cook et al.,","evapotranspiration index-_ model variations) in soil_ et al., 2018; cook et al.,"
WGI,11,1625,113,39,col2,|, of domain.,"padrón et al., 2020)_ of domain."
WGI,11,1625,113,40,col2,>>>, low confidence:_ low confidence:_ inconsistent projections,medium confidence:_ low confidence:_ low confidence:_ inconsistent projections
WGI,11,1625,113,41,col2,>>>, low confidence:_ limited evidence._ inconsistent signal_ and/or non-robust,decrease in streamflow_ low confidence:_ limited evidence._ inconsistent signal_ and/or non-robust
WGI,11,1625,113,42,col2,|," limited evidence_ one study shows lack of_ (touma et al., 2015;_ changes (giuntoli et al.,","(dai and zhao, 2017;_ limited evidence_ one study shows lack of_ (touma et al., 2015;_ changes (giuntoli et al.,"
WGI,11,1626,114,1,col1,|,drought type,drought type_ 1.5°c_ 2°c_ 4°c
WGI,11,1626,114,2,col1,>>>,low confidence:,low confidence:
WGI,11,1626,114,3,col1,>>>,low confidence:,low confidence:
WGI,11,1626,114,4,col1,|,inconsistent trends.,inconsistent trends.
WGI,11,1626,114,5,col1,>>>,low confidence: mixed,low confidence: mixed_ inconsistent trends._ medium confidence:
WGI,11,1626,114,6,col1,>>>,low confidence: limited,low confidence: limited_ inconsistent changes
WGI,11,1626,114,7,col1,|,signals. increasing drought,signals. increasing drought_ inconsistent and weak_ decrease in meteorological
WGI,11,1626,114,8,col1,|,(neaf),(neaf)
WGI,11,1626,114,9,col1,>>>,low confidence:,low confidence:
WGI,11,1626,114,10,col1,>>>,low confidence:,low confidence:_ medium confidence:
WGI,11,1626,114,11,col1,>>>,low confidence:,"low confidence:_ inconsistent trends,"
WGI,11,1626,114,12,col1,|,inconsistent trends,inconsistent trends_ low confidence: limited_ decrease in soil moisture-
WGI,11,1626,114,13,col1,|,decrease in hydrological,decrease in hydrological
WGI,11,1626,114,14,col1,>>>,low confidence: limited,low confidence: limited_ drought compared to
WGI,11,1626,114,15,col1,>>>,low confidence: limited,low confidence: limited_ low confidence: limited
WGI,11,1626,114,16,col1,|,evidence due to lack of,evidence due to lack of_ pre-industrial conditions
WGI,11,1626,114,17,col1,>>>,low confidence:,low confidence:_ evidence on attribution_ evidence. one study
WGI,11,1626,114,18,col1,|,hydr,hydr_ studies; inconsistent trends_ and recent past (giuntoli
WGI,11,1626,114,19,col1,|,11,11
WGI,11,1626,114,20,col1,>>>,low confidence: mixed,low confidence: mixed
WGI,11,1626,114,21,col1,|,"signal, depending on","signal, depending on"
WGI,11,1626,114,22,col1,|,multi-model experiment,multi-model experiment
WGI,11,1626,114,23,col1,>>>,low confidence:,low confidence:_ and considered index
WGI,11,1626,114,24,col1,|,mixed signal. robust,"mixed signal. robust_ (fotso-nguemo et al., 2018;"
WGI,11,1626,114,25,col1,>>>,low confidence:,"low confidence:_ drying tendency (increasing_ dosio et al., 2019; sonkoué"
WGI,11,1626,114,26,col1,|,mixed signal. drying,"mixed signal. drying_ cdd) in cordex afr_ et al., 2019; spinoni et al.,"
WGI,11,1626,114,27,col1,|,in cordex afr simulations,"in cordex afr simulations_ 1971–2000 (mba et al.,"
WGI,11,1626,114,28,col1,>>>,low confidence:,low confidence:_ compared to 1971–2000_ 2018); but inconsistent_ increase in mean
WGI,11,1626,114,29,col1,|,medium confidence,medium confidence_ precipitation in cmip6
WGI,11,1626,114,30,col2,|," inconsistent trends,","low confidence:_ inconsistent trends,"
WGI,11,1626,114,31,col2,>>>, low confidence: limited_ decrease in soil moisture-,inconsistent trends_ low confidence: limited_ decrease in soil moisture-
WGI,11,1626,114,32,col2,|, inconsistent trends_ but tendency to wetting,agr_ inconsistent trends_ but tendency to wetting
WGI,11,1626,114,33,col2,|, drought compared to,low confidence: limited_ drought compared to
WGI,11,1626,114,34,col2,>>>, low confidence: limited,low confidence: limited_ low confidence: limited
WGI,11,1626,114,35,col2,|, pre-industrial conditions,evidence due to lack of_ pre-industrial conditions
WGI,11,1627,115,1,col1,|,drought type,drought type_ 1.5°c_ 2°c_ 4°c
WGI,11,1627,115,2,col1,>>>,low confidence:,low confidence:
WGI,11,1627,115,3,col1,|,inconsistent signals.,inconsistent signals.
WGI,11,1627,115,4,col1,|,"(naumann et al., 2018)","(naumann et al., 2018)"
WGI,11,1627,115,5,col1,>>>,low confidence:,low confidence:_ low confidence:_ low confidence:
WGI,11,1627,115,6,col1,|,limited evidence.,limited evidence._ low confidence: limited_ limited evidence and_ inconsistent projections
WGI,11,1627,115,7,col1,|,"(dai and zhao, 2017)","(dai and zhao, 2017)_ et al., 2020)_ cook et al., 2020)"
WGI,11,1627,115,8,col1,>>>,low confidence:,low confidence:
WGI,11,1627,115,9,col1,|,inconsistent trends,inconsistent trends
WGI,11,1627,115,10,col1,>>>,low confidence:,low confidence:_ low confidence:_ between studies and
WGI,11,1627,115,11,col1,|,inconsistent changes,"inconsistent changes_ inconsistent changes_ subregions (sillmann et al.,"
WGI,11,1627,115,12,col1,|,"et al., 2019; 11.sm) and","et al., 2019; 11.sm) and_ et al., 2019; 11.sm) and_ vicente-serrano et al.,"
WGI,11,1627,115,13,col1,>>>,low confidence:,low confidence:
WGI,11,1627,115,14,col1,|,lack of signal (nangombe,lack of signal (nangombe_ lack of signal (nangombe_ 2020c; 11.sm)
WGI,11,1627,115,15,col1,|,limited evidence,limited evidence
WGI,11,1627,115,16,col1,>>>,low confidence:,"low confidence:_ et al., 2018)_ et al., 2018)"
WGI,11,1627,115,17,col1,|,on attribution of long-,on attribution of long-_ inconsistent or no changes
WGI,11,1627,115,18,col1,|,(seaf),(seaf)_ in cmip6 (11.sm)
WGI,11,1627,115,19,col1,>>>,low confidence:,low confidence:
WGI,11,1627,115,20,col1,>>>,low confidence:,low confidence:_ low confidence:
WGI,11,1627,115,21,col1,>>>,low confidence:,low confidence:_ low confidence:_ inconsistent trends
WGI,11,1627,115,22,col1,|,agr,agr_ inconsistent trends (greve_ inconsistent trends
WGI,11,1627,115,23,col1,|,2020c; 11.sm),2020c; 11.sm)
WGI,11,1627,115,24,col1,>>>,low confidence:,low confidence:
WGI,11,1627,115,25,col1,|,inconsistent trends.,inconsistent trends.
WGI,11,1627,115,26,col1,|,increase in runoff in,increase in runoff in
WGI,11,1627,115,27,col1,>>>,low confidence: limited,low confidence: limited
WGI,11,1627,115,28,col1,>>>,low confidence;,low confidence;_ a study based on cmip6
WGI,11,1627,115,29,col1,>>>,low confidence:,low confidence:_ evidence; inconsistent
WGI,11,1627,115,30,col1,>>>,low confidence:,"low confidence:_ limited evidence._ (cook et al., 2020) but"
WGI,11,1627,115,31,col1,|,hydr   inconsistent trends,hydr   inconsistent trends_ trends in runoff in two
WGI,11,1627,115,32,col2,|, 1.5°c_ 2°c_ 4°c,drought type_ 1.5°c_ 2°c_ 4°c
WGI,11,1627,115,33,col2,>>>, low confidence:,medium confidence_ low confidence:
WGI,11,1627,115,34,col2,>>>, low confidence:,inconsistent trends in_ low confidence:
WGI,11,1627,115,35,col2,|, inconsistent signals.,decrease in water-balance_ inconsistent signals.
WGI,11,1627,115,36,col2,|, tendency towards wetting,of soil moisture-based_ tendency towards wetting
WGI,11,1627,115,37,col2,>>>, low confidence:_ moisture wetting in cmip5,some regional variability_ low confidence:_ moisture wetting in cmip5
WGI,11,1627,115,38,col2,|, drought events in cmip5_ in cmip6 soil moisture,agr_ drought events in cmip5_ in cmip6 soil moisture
WGI,11,1627,115,39,col2,|, of spei-pm based events,continued_ of spei-pm based events
WGI,11,1627,115,40,col2,>>>, low confidence:_ low confidence:,low confidence:_ low confidence:_ low confidence:
WGI,11,1627,115,41,col2,>>>, low confidence: limited_ limited evidence and_ inconsistent projections,limited evidence._ low confidence: limited_ limited evidence and_ inconsistent projections
WGI,11,1627,115,42,col2,>>>, low confidence:_ evidence. one study_ inconsistent trends in_ and/or non-robust,decrease in streamflow_ low confidence:_ evidence. one study_ inconsistent trends in_ and/or non-robust
WGI,11,1627,115,43,col2,|," limited evidence_ shows lack of signal_ mean runoff in two studies_ changes (giuntoli et al.,","from 1950–2012 in_ limited evidence_ shows lack of signal_ mean runoff in two studies_ changes (giuntoli et al.,"
WGI,11,1627,115,44,col2,|," et al., 2020)_ cook et al., 2020)","(dai and zhao, 2017)_ et al., 2020)_ cook et al., 2020)"
WGI,11,1627,115,45,col2,>>>, low confidence:_ between studies and,low confidence:_ low confidence:_ between studies and
WGI,11,1627,115,46,col2,|," inconsistent changes_ subregions (sillmann et al.,","inconsistent changes_ inconsistent changes_ subregions (sillmann et al.,"
WGI,11,1627,115,47,col2,|, in cmip6 (11.sm),(seaf)_ in cmip6 (11.sm)
WGI,11,1627,115,48,col2,>>>, low confidence:,low confidence:_ low confidence:
WGI,11,1627,115,49,col2,>>>, low confidence:_ inconsistent trends,low confidence:_ low confidence:_ inconsistent trends
WGI,11,1627,115,50,col2,|, inconsistent trends (greve_ inconsistent trends,agr_ inconsistent trends (greve_ inconsistent trends
WGI,11,1628,116,1,col1,|,srex/ar5 south africa,"srex/ar5 south africa_ (abiodun et al., 2019;_ 2010, rcp8.5 2071–2100"
WGI,11,1628,116,2,col1,>>>,low confidence:,"low confidence:_ region (wartenburger et al.,_ l. xu et al., 2019; naik_ (spinoni et al., 2020)"
WGI,11,1628,116,3,col1,|,limited evidence,"limited evidence_ 2017), but only weak shift_ and abiodun, 2020)._ robust increase of"
WGI,11,1628,116,4,col1,|,drought attributable,drought attributable_ +0.5°c of global warming_ increase of cdd
WGI,11,1628,116,5,col1,>>>,low confidence:,"low confidence:_ 5gcm/1rcm, ctl: 1976–"
WGI,11,1628,116,6,col1,|,to anthropogenic,"to anthropogenic_ (nangombe et al., 2018)."
WGI,11,1628,116,7,col1,|,drought increase.,drought increase.
WGI,11,1628,116,8,col1,>>>,low confidence:,low confidence:_ high confidence: drought
WGI,11,1628,116,9,col1,|,decrease in sm,decrease in sm
WGI,11,1628,116,10,col1,|,"et al., 2018)","et al., 2018)"
WGI,11,1628,116,11,col1,>>>,low confidence: limited,low confidence: limited
WGI,11,1628,116,12,col1,|,evidence. decrease,evidence. decrease
WGI,11,1628,116,13,col1,|,in runoff in larger ar5,in runoff in larger ar5_ medium confidence:_ medium confidence:
WGI,11,1628,116,14,col1,>>>,low confidence:,low confidence:
WGI,11,1628,116,15,col1,|,"southern africa region, but","southern africa region, but_ increased drying_ increased drying"
WGI,11,1628,116,16,col1,>>>,low confidence:,low confidence:_ limited evidence.
WGI,11,1628,116,17,col1,|,hydr   weaker signal depending on,"hydr   weaker signal depending on_ (touma et al., 2015;_ (giuntoli et al., 2015;"
WGI,11,1629,117,1,col1,|,2019). increase in cdd for,"2019). increase in cdd for_ maúre et al. (2018):_ 12, spei-12)"
WGI,11,1629,117,2,col1,>>>,low confidence: limited,"low confidence: limited_ changes of +0.5°c in global_ 25 cordex afr run,_ based on giorgi et al."
WGI,11,1629,117,3,col1,|,evidence on attribution of,"evidence on attribution of_ warming based on cmip5_ ctl 1971–2000, rcp8.5:_ (2014), 5gcm/1rcm, ctl:"
WGI,11,1629,117,4,col1,|,"(naumann et al., 2018)","(naumann et al., 2018)"
WGI,11,1629,117,5,col1,>>>,low confidence:,low confidence:
WGI,11,1629,117,6,col1,|,limited evidence.,limited evidence.
WGI,11,1629,117,7,col2,|, increase in drought;,"(l. xu et al., 2019) and_ increase in drought;"
WGI,11,1629,117,8,col2,>>>," low confidence:_ 2019; cook et al., 2020;","balances estimates, pdsi_ low confidence:_ 2019; cook et al., 2020;"
WGI,11,1629,117,9,col2,|, pre-industrial (11.sm)_ decrease in sm (11.sm;,agr_ pre-industrial (11.sm)_ decrease in sm (11.sm;
WGI,11,1629,117,10,col2,|," spei-pm (naumann et al.,","et al., 2020)_ spei-pm (naumann et al.,"
WGI,11,1629,117,11,col2,>>>, low confidence:_ medium confidence:_ medium confidence:,larger ar5 southern africa_ low confidence:_ medium confidence:_ medium confidence:
WGI,11,1629,117,12,col2,>>>, low confidence:_ limited evidence._ increased drying (touma_ increased drying (giuntoli,"region, but weaker signal_ low confidence:_ limited evidence._ increased drying (touma_ increased drying (giuntoli"
WGI,11,1629,117,13,col2,|," limited evidence_ one study shows lack of_ et al., 2015; cook et al.,_ et al., 2015; touma et al.,","depending on time frame_ limited evidence_ one study shows lack of_ et al., 2015; cook et al.,_ et al., 2015; touma et al.,"
WGI,11,1630,118,1,col1,|,"2019; l. xu et al., 2019)","2019; l. xu et al., 2019)_ (coppola et al., 2021b)_ increase of cdd"
WGI,11,1630,118,2,col1,>>>,low confidence:,"low confidence:_ and cdd compared to_ (coppola et al., 2021b),_ spinoni et al. (2020):"
WGI,11,1630,118,3,col1,|,inconsistent trends,"inconsistent trends_ low confidence:_ pre-industrial baseline_ (2041–2060)/1995–_ using cordex, ctl:"
WGI,11,1630,118,4,col1,|,23 rcm: increase in cdd,23 rcm: increase in cdd
WGI,11,1630,118,5,col1,>>>,low confidence:,low confidence:
WGI,11,1630,118,6,col1,|,medium confidence:,medium confidence:_ high confidence:
WGI,11,1630,118,7,col1,|,"on water-balance estimates,","on water-balance estimates,"
WGI,11,1630,118,8,col1,>>>,low confidence:,low confidence:
WGI,11,1630,118,9,col1,|,inconsistent or weak,inconsistent or weak
WGI,11,1630,118,10,col1,|,medium confidence:,medium confidence:
WGI,11,1630,118,11,col1,>>>,low confidence:,low confidence:_ increase in drought based
WGI,11,1630,118,12,col1,>>>,low confidence: limited,low confidence: limited_ low confidence:_ inconsistent trends._ on two studies based on
WGI,11,1630,118,13,col1,|,evidence. inconsistent,"evidence. inconsistent_ low confidence:_ limited evidence._ inconsistent trends_ cmip5 (giuntoli et al., 2015;"
WGI,11,1630,118,14,col2,|," and cdd compared to_ (coppola et al., 2021b),_ spinoni et al. (2020):","low confidence:_ and cdd compared to_ (coppola et al., 2021b),_ spinoni et al. (2020):"
WGI,11,1630,118,15,col2,>>>," low confidence:_ pre-industrial baseline_ (2041–2060)/1995–_ using cordex, ctl:","inconsistent trends_ low confidence:_ pre-industrial baseline_ (2041–2060)/1995–_ using cordex, ctl:"
WGI,11,1630,118,16,col2,|, (11.sm),met_ (11.sm)
WGI,11,1630,118,17,col2,|, increase in drought.,increase in drought._ increase in drought.
WGI,11,1630,118,18,col2,>>>, low confidence:_ decrease in sm_ robust decrease in sm,agr_ low confidence:_ decrease in sm_ robust decrease in sm
WGI,11,1630,118,19,col2,|," trends (l. xu et al., 2019;","pdsi and spei (greve et al.,_ trends (l. xu et al., 2019;"
WGI,11,1630,118,20,col2,|, increase in drought based,low confidence:_ increase in drought based
WGI,11,1630,118,21,col2,>>>, low confidence:_ inconsistent trends._ on two studies based on,low confidence: limited_ low confidence:_ inconsistent trends._ on two studies based on
WGI,11,1630,118,22,col2,>>>," low confidence:_ limited evidence._ inconsistent trends_ cmip5 (giuntoli et al., 2015;","evidence. inconsistent_ low confidence:_ limited evidence._ inconsistent trends_ cmip5 (giuntoli et al., 2015;"
WGI,11,1630,118,23,col2,|," limited evidence_ one study shows lack of_ (cook et al., 2020) or weak_ touma et al., 2015), but","trends in one study (dai_ limited evidence_ one study shows lack of_ (cook et al., 2020) or weak_ touma et al., 2015), but"
WGI,11,1631,119,1,col2,|, chapter 11,weather and climate extreme events in a changing climate_ chapter 11
WGI,11,1631,119,2,col2,>>>, virtually certain_ extremely likely_ very likely_ likely_ high confidence_ low confidence,fact_ virtually certain_ extremely likely_ very likely_ likely_ high confidence_ low confidence
WGI,11,1631,119,3,col2,|, all,"increasing hot extremes, decreasing cold extremes_ all"
WGI,11,1632,120,1,col2,|," cold extremes (han et al., 2018)_ cold extremes (han et al., 2018)","cold extremes (han et al., 2018)_ cold extremes (han et al., 2018)_ cold extremes (han et al., 2018)"
WGI,11,1632,120,2,col2,>>>, confidence   low confidence,fact_ confidence   low confidence
WGI,11,1632,120,3,col2,|, all,"increasing hot extremes, decreasing cold extremes_ all"
WGI,11,1633,121,1,col2,|, with pre-industrial)_ with pre-industrial),with pre-industrial)_ with pre-industrial)_ with pre-industrial)
WGI,11,1633,121,2,col2,>>>, confidence   low confidence,fact_ confidence   low confidence
WGI,11,1633,121,3,col2,|, all,"increasing hot extremes, decreasing cold extremes_ all"
WGI,11,1634,122,1,col2,|," khlebnikova et al., 2019b).","et al., 2019b)_ khlebnikova et al., 2019b)."
WGI,11,1634,122,2,col2,>>>, confidence   low confidence,fact_ confidence   low confidence
WGI,11,1634,122,3,col2,|, all,"increasing hot extremes, decreasing cold extremes_ all"
WGI,11,1635,123,1,col2,|, with pre-industrial)_ with pre-industrial),with pre-industrial)_ with pre-industrial)_ with pre-industrial)
WGI,11,1635,123,2,col2,>>>, confidence   low confidence,fact_ confidence   low confidence
WGI,11,1635,123,3,col2,|, all,"increasing hot extremes, decreasing cold extremes_ all"
WGI,11,1636,124,1,col2,|," 2016b; xu et al., 2017; han_ 2016b; xu et al., 2017; han","2016b; xu et al., 2017; han_ 2016b; xu et al., 2017; han_ 2016b; xu et al., 2017; han"
WGI,11,1636,124,2,col2,>>>, confidence   low confidence,fact_ confidence   low confidence
WGI,11,1636,124,3,col2,|, all,"increasing hot extremes, decreasing cold extremes_ all"
WGI,11,1637,125,1,col2,|, with pre-industrial)_ with pre-industrial),with pre-industrial)_ with pre-industrial)_ with pre-industrial)
WGI,11,1637,125,2,col2,>>>, confidence   low confidence,fact_ confidence   low confidence
WGI,11,1637,125,3,col2,|, all,"increasing hot extremes, decreasing cold extremes_ all"
WGI,11,1638,126,1,col2,|, with pre-industrial)_ with pre-industrial),with pre-industrial)_ with pre-industrial)_ with pre-industrial)
WGI,11,1638,126,2,col2,>>>, confidence_ low confidence,fact_ confidence_ low confidence
WGI,11,1638,126,3,col2,|, all,"increasing hot extremes, decreasing cold extremes_ all"
WGI,11,1638,126,4,col2,>>>, virtually certain_ extremely likely_ very likely_ likely_ high confidence_ low confidence,fact_ virtually certain_ extremely likely_ very likely_ likely_ high confidence_ low confidence
WGI,11,1638,126,5,col2,|, all,increasing heavy precipitation_ all
WGI,11,1639,127,1,col1,|,likely (compared with the,likely (compared with the_ very likely (compared with_ virtually certain (compared with
WGI,11,1639,127,2,col1,>>>,low confidence,low confidence_ low confidence
WGI,11,1639,127,3,col1,|,"recent past, 1995–2014)","recent past, 1995–2014)_ the recent past, 1995–2014)_ the recent past, 1995–2014)"
WGI,11,1639,127,4,col1,|,medium confidence (compared,medium confidence (compared
WGI,11,1639,127,5,col1,>>>,low confidence (compared with,low confidence (compared with_ likely (compared with the
WGI,11,1639,127,6,col1,>>>,low confidence,"low confidence_ low confidence_ with the recent past,"
WGI,11,1639,127,7,col1,|,"the recent past, 1995–2014)","the recent past, 1995–2014)_ recent past, 1995–2014)"
